ambient_temperature,dissolved_oxygen,do_volt,ec_volt,electrical_conductivity,humidity,ph_level,ph_voltge,sensor,temperature,time
32.59033203125,2.9757230255839824,795,2005,10.004590635104387,69.793701171875,8.769213432499436,1186,raspberrypi,37.0,2023-04-29 23:25:05.566887572
32.59033203125,4.472942157953282,1195,1663,8.298071933256159,69.891357421875,9.608744647284201,1037,raspberrypi,37.0,2023-04-29 23:25:16.577252909
32.59033203125,4.899649610678532,1309,2063,10.294000239511398,69.891357421875,10.324318233040342,910,raspberrypi,37.0,2023-04-29 23:25:27.617432937
32.59033203125,3.7692491657397107,1007,1673,8.347970140912539,70.086669921875,9.55240027045301,1047,raspberrypi,37.0,2023-04-29 23:25:38.691114925
32.59033203125,5.386245828698554,1439,2428,12.115284818969302,69.989013671875,9.067838629704756,1133,raspberrypi,37.0,2023-04-29 23:25:49.765849773
32.6104736328125,5.131718576195773,1371,2060,10.279030777214482,69.86083984375,6.5267072346179855,1584,raspberrypi,37.0,2023-04-29 23:26:00.830770968
32.59033203125,4.032765957446808,1053,2109,10.603798060244053,69.793701171875,10.144016227180527,942,raspberrypi,36.5,2023-04-29 23:26:12.043521379
32.62054443359375,4.5765957446808505,1195,1986,9.985368870386292,69.86083984375,9.586206896551724,1041,raspberrypi,36.5,2023-04-29 23:26:23.061724973
32.6104736328125,2.6808510638297873,700,2018,10.146261017341157,69.86083984375,8.098715348208248,1305,raspberrypi,36.5,2023-04-29 23:26:34.168884802
32.630615234375,6.016595744680851,1571,2003,10.070842823456063,69.86083984375,8.622718052738337,1212,raspberrypi,36.5,2023-04-29 23:26:45.199539174
32.630615234375,4.097872340425532,1070,1978,9.945145833647576,69.95849609375,9.772143340094658,1008,raspberrypi,36.5,2023-04-29 23:26:56.263153231
32.630615234375,5.089787234042553,1329,2208,11.101558139885666,69.86083984375,11.192021636240703,756,raspberrypi,36.5,2023-04-29 23:27:07.288537811
32.6507568359375,5.633617021276596,1471,2271,11.418314554203056,69.95849609375,9.648185711066036,1030,raspberrypi,36.5,2023-04-29 23:27:18.383727116
32.6507568359375,4.128510638297872,1078,2494,12.53953170329477,69.86083984375,8.712869055668245,1196,raspberrypi,36.5,2023-04-29 23:27:29.426388762
32.66082763671875,3.824847801578354,992,1638,8.29896541591091,69.95849609375,9.248140635564571,1101,raspberrypi,36.0,2023-04-29 23:27:40.436936862
32.6910400390625,4.634543404735062,1202,2502,12.676441679248533,69.95849609375,9.366463826910074,1080,raspberrypi,36.0,2023-04-29 23:27:51.451937702
32.6910400390625,2.7683878241262683,718,2153,10.908224994173498,69.95849609375,7.867703403200361,1346,raspberrypi,36.0,2023-04-29 23:28:02.524171081
32.711181640625,3.4431341600901915,893,2060,10.437038313050351,69.95849609375,7.405679513184584,1428,raspberrypi,36.0,2023-04-29 23:28:13.576981270
32.6910400390625,2.7606764374295376,716,2045,10.361040461256296,69.76318359375,8.121253098940725,1301,raspberrypi,36.0,2023-04-29 23:28:24.633249367
32.711181640625,4.981555806087937,1292,1667,8.445894596046085,69.76318359375,9.265043948613929,1098,raspberrypi,36.0,2023-04-29 23:28:35.648850322
32.72125244140625,4.678036322360954,1186,2144,10.94676217852821,69.86083984375,8.324092855533017,1265,raspberrypi,35.5,2023-04-29 23:28:46.682211653
32.7313232421875,5.845573212258797,1482,2068,10.558723966975906,69.95849609375,8.132521974306965,1299,raspberrypi,35.5,2023-04-29 23:28:57.703769960
32.72125244140625,4.559704880817253,1156,1851,9.450772757675242,69.76318359375,10.217263917061077,929,raspberrypi,35.5,2023-04-29 23:29:08.738009133
32.7313232421875,3.029284903518729,768,2029,10.359599095258275,69.66552734375,7.924047780031553,1336,raspberrypi,35.5,2023-04-29 23:29:19.776313724
32.7716064453125,4.658314415437004,1181,1986,10.140051159774734,69.76318359375,11.732927653820148,660,raspberrypi,35.5,2023-04-29 23:29:30.825516564
32.78167724609375,3.48683314415437,884,2453,12.524443854444824,69.86083984375,9.445345954473744,1066,raspberrypi,35.5,2023-04-29 23:29:41.829461633
32.78167724609375,4.467857142857143,1125,2368,12.184830709066585,69.86083984375,9.55240027045301,1047,raspberrypi,35.0,2023-04-29 23:29:52.840458226
32.80181884765625,3.375714285714286,850,2427,12.488422352577958,69.86083984375,9.360829389226955,1081,raspberrypi,35.0,2023-04-29 23:30:03.865159636
32.83203125,4.9881142857142855,1256,2049,10.543377585674591,69.76318359375,7.72684246112238,1371,raspberrypi,35.0,2023-04-29 23:30:14.902840547
32.84210205078125,4.868971428571429,1226,2328,11.979005866008027,69.76318359375,10.031327473518143,962,raspberrypi,35.0,2023-04-29 23:30:25.965175288
32.8521728515625,4.372542857142857,1101,2401,12.354636204589895,69.7265625,9.490421455938698,1058,raspberrypi,35.0,2023-04-29 23:30:36.990796525
32.8521728515625,3.5067714285714287,883,2432,12.514150457960277,69.7265625,9.417173766058147,1071,raspberrypi,35.0,2023-04-29 23:30:48.056121676
32.872314453125,4.368918296892981,1074,1814,9.40759141803623,69.62890625,11.890691908947488,632,raspberrypi,34.5,2023-04-29 23:30:59.168315483
32.872314453125,5.528268124280782,1359,1845,9.568360620880288,69.62890625,10.239801667793554,925,raspberrypi,34.5,2023-04-29 23:31:10.222030769
32.872314453125,4.2021346375143835,1033,1785,9.257194421827272,69.62890625,11.783637592968223,651,raspberrypi,34.5,2023-04-29 23:31:21.285607972
32.88238525390625,4.242813578826237,1043,1786,9.262380525144822,69.62890625,11.597701149425287,684,raspberrypi,34.5,2023-04-29 23:31:32.335790388
32.90252685546875,3.6448331415420023,896,2291,11.88136270050772,69.62890625,9.569303583502366,1044,raspberrypi,34.5,2023-04-29 23:31:43.374625376
32.91259765625,4.088233601841196,1005,2132,11.056772273017222,69.62890625,9.18616182105026,1112,raspberrypi,34.5,2023-04-29 23:31:54.404319470
32.9327392578125,2.9451553509781356,724,1917,9.94176005974391,69.62890625,11.490646833446021,703,raspberrypi,34.5,2023-04-29 23:32:05.846458011
32.91259765625,4.960469293163383,1211,1867,9.75923389752543,69.7265625,11.901960784313726,630,raspberrypi,34.0,2023-04-29 23:32:16.890705081
32.9327392578125,5.0587775202781,1235,2366,12.367620461459651,69.62890625,9.856659905341447,993,raspberrypi,34.0,2023-04-29 23:32:27.849611635
32.91259765625,4.612294322132097,1126,1754,9.16855718064253,69.53125,9.022763128239802,1141,raspberrypi,34.0,2023-04-29 23:32:38.860984487
32.9327392578125,4.178099652375435,1020,1794,9.37764628396391,69.53125,11.732927653820148,660,raspberrypi,34.0,2023-04-29 23:32:49.938049191
32.952880859375,3.874982618771727,946,2189,11.442401179262541,69.53125,9.597475771917964,1039,raspberrypi,34.0,2023-04-29 23:33:00.998472756
32.952880859375,2.7690150637311706,676,1930,10.088549235256604,69.53125,10.684922244759973,846,raspberrypi,34.0,2023-04-29 23:33:12.023128668
32.98309326171875,3.3916338354577054,828,2397,12.52966451653372,69.53125,9.918638719855759,982,raspberrypi,34.0,2023-04-29 23:33:23.055630363
32.98309326171875,3.5983780630105016,859,2384,12.561318095358532,69.53125,9.822853279242732,999,raspberrypi,33.5,2023-04-29 23:33:34.098159809
33.02337646484375,4.93467911318553,1178,1672,8.809783496409171,69.53125,9.135451881902187,1121,raspberrypi,33.5,2023-04-29 23:33:45.149377083
33.033447265625,4.746172695449242,1133,1862,9.810895257364757,69.53125,12.144241604687853,587,raspberrypi,33.5,2023-04-29 23:33:56.172637188
33.02337646484375,3.2464994165694283,775,2018,10.632860703201978,69.53125,7.929682217714672,1335,raspberrypi,33.5,2023-04-29 23:34:07.184541172
33.0535888671875,4.6456359393232205,1109,1809,9.53163776615083,69.53125,11.670948839305836,671,raspberrypi,33.5,2023-04-29 23:34:18.263106856
33.0535888671875,3.259066511085181,778,1636,8.620099162754427,69.53125,8.859364435429343,1170,raspberrypi,33.5,2023-04-29 23:34:29.416809813
33.0535888671875,5.521143523920653,1318,2064,10.875235129538595,69.62890625,7.783186837953572,1361,raspberrypi,33.5,2023-04-29 23:34:40.439162298
33.06365966796875,5.222585193889542,1238,2355,12.50849834282315,69.53125,9.946810908271354,977,raspberrypi,33.0,2023-04-29 23:34:51.469122110
33.07373046875,4.855569917743831,1151,2054,10.909747599218154,69.43359375,7.022537750732477,1496,raspberrypi,33.0,2023-04-29 23:35:02.540964822
33.0938720703125,2.7209753231492364,645,1946,10.336109458655562,69.23828125,8.53256704980843,1228,raspberrypi,33.0,2023-04-29 23:35:14.750755886
33.07373046875,3.7671797884841363,893,2323,12.33853148636016,68.9453125,8.701600180302005,1198,raspberrypi,33.0,2023-04-29 23:35:25.750853621
33.06365966796875,4.2691891891891895,1012,2045,10.861944420837938,69.04296875,8.23957629028623,1280,raspberrypi,33.0,2023-04-29 23:35:36.768175884
33.0535888671875,5.1129024676850765,1212,2179,11.573680632276707,69.23828125,9.68199233716475,1024,raspberrypi,33.0,2023-04-29 23:35:47.793933863
33.00323486328125,3.332667450058754,790,1577,8.376179145066713,69.23828125,8.915708812260537,1160,raspberrypi,33.0,2023-04-29 23:35:58.817692570
33.02337646484375,3.6743713278495886,871,1544,8.200900824339254,69.04296875,8.825557809330629,1176,raspberrypi,33.0,2023-04-29 23:36:09.831897501
33.033447265625,5.187751479289941,1201,2318,12.411983614896524,69.140625,10.003155285102547,967,raspberrypi,32.5,2023-04-29 23:36:20.970323592
33.06365966796875,3.490177514792899,808,1542,8.256807046665418,69.140625,8.572008113590265,1221,raspberrypi,32.5,2023-04-29 23:36:31.921649210
33.07373046875,4.50094674556213,1042,1839,9.847125913630157,69.23828125,11.648411088573361,675,raspberrypi,32.5,2023-04-29 23:36:42.948045783
